sub,fb_condition,efficacy,rt,cor
3a,positivefb,noneff,182,0
3a,positivefb,noneff,32,0
3a,positivefb,eff,575,1
3a,positivefb,noneff,155,1
3a,positivefb,noneff,185,1
3a,positivefb,eff,1037,0
3a,positivefb,noneff,35,0
4a,positivefb,noneff,1541,0
4a,positivefb,noneff,1138,1
4a,positivefb,noneff,1254,1
4a,positivefb,eff,1117,1
4a,positivefb,noneff,909,1
4a,positivefb,eff,2517,1
4a,positivefb,eff,1232,1
4a,positivefb,noneff,820,0
4a,positivefb,noneff,1375,1
4a,positivefb,eff,770,1
4a,positivefb,eff,954,1
4a,positivefb,noneff,1195,0
4a,positivefb,noneff,841,1
4a,positivefb,noneff,1548,1
4a,positivefb,noneff,1183,1
4a,positivefb,noneff,962,1
4a,positivefb,noneff,857,1
4a,positivefb,eff,866,0
4a,positivefb,eff,822,1
4a,positivefb,eff,676,1
4a,positivefb,eff,721,0
4a,positivefb,eff,708,1
4a,positivefb,noneff,739,1
4a,positivefb,eff,635,1
4a,positivefb,noneff,840,1
4a,positivefb,eff,991,1
4a,positivefb,noneff,754,1
4a,positivefb,eff,1186,1
4a,positivefb,eff,1103,1
4a,positivefb,eff,904,1
4a,positivefb,noneff,1149,0
4a,positivefb,eff,799,0
4a,positivefb,eff,1166,1
4a,positivefb,noneff,863,0
4a,positivefb,eff,996,1
4a,positivefb,eff,1184,1
4a,positivefb,noneff,1164,0
4a,positivefb,eff,797,1
4a,positivefb,noneff,808,1
4a,positivefb,noneff,1122,1
4a,positivefb,noneff,2415,0
4a,positivefb,eff,776,1
4a,positivefb,noneff,995,1
4a,positivefb,noneff,839,1
4a,positivefb,noneff,784,1
4a,positivefb,eff,933,1
4a,positivefb,noneff,1240,1
4a,positivefb,eff,727,1
4a,positivefb,eff,705,1
4a,positivefb,noneff,856,1
4a,positivefb,noneff,1111,1
4a,positivefb,eff,1678,0
4a,positivefb,noneff,810,1
4a,positivefb,eff,835,1
4a,positivefb,eff,735,1
4a,positivefb,noneff,1940,1
4a,positivefb,noneff,959,1
4a,positivefb,eff,1093,0
4a,positivefb,noneff,2450,1
4a,positivefb,noneff,2048,0
4a,positivefb,eff,2973,0
4a,positivefb,noneff,847,1
4a,positivefb,noneff,1091,1
4a,positivefb,noneff,847,1
4a,positivefb,noneff,976,0
4a,positivefb,eff,807,1
4a,positivefb,noneff,1069,1
4a,positivefb,noneff,690,1
4a,positivefb,eff,998,1
4a,positivefb,eff,831,0
4a,positivefb,noneff,808,1
4a,positivefb,noneff,1293,1
4a,positivefb,noneff,820,0
4a,positivefb,eff,831,1
4a,positivefb,noneff,1252,1
4a,positivefb,eff,2016,1
4a,positivefb,noneff,1643,0
4a,positivefb,eff,840,1
4a,positivefb,noneff,1032,1
4a,positivefb,eff,1251,1
4a,positivefb,noneff,1187,1
4a,positivefb,eff,952,1
4a,positivefb,noneff,1221,0
4a,positivefb,eff,1831,0
4a,positivefb,eff,2166,1
4a,positivefb,eff,1232,1
4a,positivefb,eff,1302,1
4a,positivefb,eff,1516,0
4a,positivefb,noneff,1003,1
4a,positivefb,eff,1316,1
4a,positivefb,eff,2820,1
4a,positivefb,eff,2137,0
4a,positivefb,noneff,1363,1
4a,positivefb,noneff,1201,1
4a,positivefb,eff,1299,1
4a,positivefb,eff,1737,1
4a,positivefb,eff,1426,0
4a,positivefb,noneff,1705,1
4a,positivefb,noneff,1803,0
4a,positivefb,noneff,1116,1
4a,positivefb,noneff,826,1
4a,positivefb,eff,1264,0
4a,positivefb,noneff,1746,0
4a,positivefb,eff,946,1
4a,positivefb,noneff,830,1
4a,positivefb,noneff,1669,0
4a,positivefb,noneff,1615,0
4a,positivefb,eff,1278,0
4a,positivefb,eff,974,1
4a,positivefb,noneff,1656,1
4a,positivefb,noneff,1216,1
4a,positivefb,eff,1169,0
4a,positivefb,noneff,1115,0
4a,positivefb,eff,654,1
4a,positivefb,eff,1886,1
4a,positivefb,eff,1135,1
4a,positivefb,eff,1345,1
4a,positivefb,noneff,1065,1
4a,positivefb,eff,1649,0
4a,positivefb,noneff,992,1
4a,positivefb,noneff,1337,1
4a,positivefb,noneff,1193,1
4a,positivefb,eff,1083,1
4a,positivefb,noneff,1206,1
4a,positivefb,eff,937,1
4a,positivefb,noneff,1249,1
4a,positivefb,eff,1417,1
4a,positivefb,noneff,1168,0
4a,positivefb,eff,654,1
4a,positivefb,noneff,940,1
4a,positivefb,eff,1136,1
4a,positivefb,noneff,1077,1
4a,positivefb,noneff,974,1
4a,positivefb,eff,848,1
4a,positivefb,noneff,781,1
4a,positivefb,eff,906,1
4a,positivefb,eff,703,1
4a,positivefb,noneff,969,1
4a,positivefb,eff,984,1
4a,positivefb,eff,1455,1
4a,positivefb,eff,1098,0
4a,positivefb,eff,1082,1
4a,positivefb,eff,637,1
4a,positivefb,eff,1010,1
4a,positivefb,eff,931,1
4a,positivefb,eff,626,1
4a,positivefb,noneff,1253,1
4a,positivefb,noneff,1384,1
4a,positivefb,noneff,982,0
4a,positivefb,noneff,1703,0
4a,negativefb,noneff,1596,0
4a,negativefb,eff,703,1
4a,negativefb,noneff,1434,1
4a,negativefb,eff,1034,0
4a,negativefb,eff,1018,1
4a,negativefb,noneff,1181,1
4a,negativefb,noneff,910,0
4a,negativefb,eff,874,1
4a,negativefb,eff,813,1
4a,negativefb,eff,868,1
4a,negativefb,eff,885,1
4a,negativefb,noneff,937,1
4a,negativefb,eff,1292,1
4a,negativefb,eff,863,1
4a,negativefb,eff,936,1
4a,negativefb,eff,1135,1
4a,negativefb,eff,780,0
4a,negativefb,eff,1005,0
4a,negativefb,noneff,1463,0
4a,negativefb,eff,1070,1
4a,negativefb,eff,873,1
4a,negativefb,eff,1584,0
4a,negativefb,eff,2655,0
4a,negativefb,noneff,887,1
4a,negativefb,eff,1739,1
4a,negativefb,noneff,874,1
4a,negativefb,eff,1030,1
4a,negativefb,noneff,1055,1
4a,negativefb,noneff,1175,1
4a,negativefb,eff,1259,0
4a,negativefb,noneff,879,1
4a,negativefb,noneff,1314,0
4a,negativefb,noneff,1618,1
4a,negativefb,noneff,1112,1
4a,negativefb,noneff,1092,1
4a,negativefb,eff,831,1
4a,negativefb,noneff,881,1
4a,negativefb,noneff,1952,1
4a,negativefb,eff,825,1
4a,negativefb,noneff,1366,1
4a,negativefb,noneff,947,1
4a,negativefb,eff,953,0
4a,negativefb,eff,1590,1
4a,negativefb,eff,1068,0
4a,negativefb,noneff,939,0
4a,negativefb,noneff,1378,1
4a,negativefb,noneff,832,0
4a,negativefb,eff,878,0
4a,negativefb,noneff,798,1
4a,negativefb,noneff,1840,1
4a,negativefb,noneff,1169,1
4a,negativefb,noneff,1337,0
4a,negativefb,eff,966,1
4a,negativefb,eff,859,1
4a,negativefb,noneff,773,1
4a,negativefb,noneff,1242,1
4a,negativefb,eff,1097,0
4a,negativefb,eff,853,0
4a,negativefb,noneff,1444,1
4a,negativefb,eff,971,1
4a,negativefb,noneff,1582,0
4a,negativefb,eff,1017,1
4a,negativefb,eff,550,0
4a,negativefb,eff,659,0
4a,negativefb,noneff,1198,0
4a,negativefb,eff,1062,1
4a,negativefb,noneff,1043,1
4a,negativefb,noneff,1107,0
4a,negativefb,noneff,689,1
4a,negativefb,noneff,820,0
4a,negativefb,noneff,1182,1
4a,negativefb,eff,981,0
4a,negativefb,noneff,782,1
4a,negativefb,noneff,834,1
4a,negativefb,noneff,894,1
4a,negativefb,noneff,1241,1
4a,negativefb,eff,1144,0
4a,negativefb,noneff,1018,0
4a,negativefb,noneff,890,1
4a,negativefb,noneff,1183,0
4a,negativefb,noneff,1287,1
4a,negativefb,noneff,1931,0
4a,negativefb,eff,1008,1
4a,negativefb,noneff,1057,0
4a,negativefb,noneff,1897,1
4a,negativefb,eff,774,0
4a,negativefb,eff,806,1
4a,negativefb,noneff,1239,1
4a,negativefb,eff,903,0
4a,negativefb,eff,898,1
4a,negativefb,eff,1041,0
4a,negativefb,eff,966,1
4a,negativefb,eff,1302,1
4a,negativefb,eff,947,1
4a,negativefb,eff,1256,1
4a,negativefb,eff,1049,0
4a,negativefb,eff,827,0
4a,negativefb,noneff,675,0
4a,negativefb,eff,1078,1
4a,negativefb,noneff,1034,1
4a,negativefb,eff,1383,1
4a,negativefb,eff,865,1
4a,negativefb,eff,901,1
4a,negativefb,noneff,1279,1
4a,negativefb,noneff,1387,0
4a,negativefb,eff,1210,1
4a,negativefb,eff,824,0
4a,negativefb,noneff,792,1
4a,negativefb,eff,885,0
4a,negativefb,noneff,1481,0
4a,negativefb,eff,1288,1
4a,negativefb,noneff,1009,1
4a,negativefb,noneff,980,0
4a,negativefb,noneff,893,1
4a,negativefb,noneff,1410,0
4a,negativefb,eff,1678,0
4a,negativefb,eff,1020,1
4a,negativefb,noneff,1171,1
4a,negativefb,eff,683,0
4a,negativefb,noneff,837,0
4a,negativefb,noneff,850,1
4a,negativefb,eff,891,0
4a,negativefb,eff,973,1
4a,negativefb,eff,975,0
4a,negativefb,eff,894,0
4a,negativefb,eff,637,1
4a,negativefb,eff,958,0
4a,negativefb,eff,1166,1
4a,negativefb,eff,1384,1
4a,negativefb,noneff,1479,0
4a,negativefb,eff,1026,0
4a,negativefb,eff,819,1
4a,negativefb,noneff,1118,1
4a,negativefb,noneff,833,0
4a,negativefb,eff,1892,1
4a,negativefb,noneff,794,1
4a,negativefb,noneff,914,1
4a,negativefb,noneff,1320,0
4a,negativefb,noneff,2033,0
4a,negativefb,eff,704,1
4a,negativefb,eff,1084,0
4a,negativefb,noneff,910,1
4a,negativefb,noneff,761,1
4a,negativefb,noneff,1362,0
4a,negativefb,noneff,734,0
4a,negativefb,noneff,734,1
4a,negativefb,noneff,655,1
4a,negativefb,eff,991,1
4a,negativefb,eff,992,1
4a,negativefb,noneff,872,1
5a,positivefb,eff,1423,1
5a,positivefb,eff,2031,1
5a,positivefb,noneff,1109,1
5a,positivefb,noneff,939,1
5a,positivefb,noneff,1105,0
5a,positivefb,eff,520,1
5a,positivefb,noneff,903,1
5a,positivefb,eff,520,0
5a,positivefb,eff,991,1
5a,positivefb,eff,1164,1
5a,positivefb,eff,876,0
5a,positivefb,noneff,1064,1
5a,positivefb,eff,595,1
5a,positivefb,noneff,902,0
5a,positivefb,noneff,1310,0
5a,positivefb,noneff,1454,0
5a,positivefb,noneff,1265,1
5a,positivefb,eff,581,1
5a,positivefb,eff,769,1
5a,positivefb,noneff,791,0
5a,positivefb,eff,653,0
5a,positivefb,noneff,842,1
5a,positivefb,noneff,843,1
5a,positivefb,eff,551,0
5a,positivefb,eff,593,0
5a,positivefb,noneff,840,1
5a,positivefb,eff,739,0
5a,positivefb,noneff,701,1
5a,positivefb,noneff,659,0
5a,positivefb,eff,759,1
5a,positivefb,eff,437,1
5a,positivefb,eff,540,1
5a,positivefb,noneff,1275,0
5a,positivefb,eff,666,0
5a,positivefb,noneff,932,0
5a,positivefb,eff,601,1
5a,positivefb,eff,790,1
5a,positivefb,noneff,941,1
5a,positivefb,eff,873,1
5a,positivefb,eff,687,1
5a,positivefb,noneff,778,0
5a,positivefb,eff,710,1
5a,positivefb,eff,832,0
5a,positivefb,noneff,879,1
5a,positivefb,noneff,1355,1
5a,positivefb,noneff,1827,0
5a,positivefb,noneff,1054,1
5a,positivefb,noneff,1005,1
5a,positivefb,eff,650,1
5a,positivefb,noneff,901,1
5a,positivefb,eff,1095,0
5a,positivefb,eff,578,1
5a,positivefb,eff,424,1
5a,positivefb,noneff,893,1
5a,positivefb,noneff,557,1
5a,positivefb,noneff,589,0
5a,positivefb,noneff,815,1
5a,positivefb,noneff,612,1
5a,positivefb,eff,495,1
5a,positivefb,noneff,575,1
5a,positivefb,noneff,766,0
5a,positivefb,eff,524,1
5a,positivefb,eff,564,1
5a,positivefb,noneff,777,0
5a,positivefb,eff,789,1
5a,positivefb,noneff,838,1
5a,positivefb,noneff,600,1
5a,positivefb,eff,849,1
5a,positivefb,eff,621,1
5a,positivefb,noneff,585,1
5a,positivefb,eff,471,1
5a,positivefb,eff,904,1
5a,positivefb,noneff,834,0
5a,positivefb,eff,830,0
5a,positivefb,noneff,719,0
5a,positivefb,noneff,654,1
5a,positivefb,eff,655,1
5a,positivefb,eff,781,1
5a,positivefb,noneff,607,1
5a,positivefb,eff,658,0
5a,positivefb,eff,966,0
5a,positivefb,noneff,1125,0
5a,positivefb,noneff,734,0
5a,positivefb,noneff,983,1
5a,positivefb,noneff,868,1
5a,positivefb,eff,1472,0
5a,positivefb,noneff,702,1
5a,positivefb,eff,624,1
5a,positivefb,eff,486,1
5a,positivefb,noneff,724,0
5a,positivefb,eff,621,1
5a,positivefb,eff,653,1
5a,positivefb,eff,953,0
5a,positivefb,eff,795,1
5a,positivefb,noneff,672,1
5a,positivefb,eff,851,0
5a,positivefb,noneff,744,1
5a,positivefb,eff,802,0
5a,positivefb,noneff,1169,1
5a,positivefb,eff,1015,0
5a,positivefb,eff,975,1
5a,positivefb,eff,940,1
5a,positivefb,noneff,696,0
5a,positivefb,noneff,738,1
5a,positivefb,noneff,782,1
5a,positivefb,noneff,1014,1
5a,positivefb,eff,1132,0
5a,positivefb,eff,682,1
5a,positivefb,eff,991,1
5a,positivefb,eff,1184,0
5a,positivefb,noneff,815,0
5a,positivefb,noneff,681,1
5a,positivefb,noneff,925,1
5a,positivefb,noneff,1257,0
5a,positivefb,eff,495,1
5a,positivefb,noneff,596,0
5a,positivefb,eff,1337,1
5a,positivefb,noneff,1092,1
5a,positivefb,eff,619,1
5a,positivefb,noneff,951,1
5a,positivefb,eff,1027,1
5a,positivefb,eff,905,1
5a,positivefb,noneff,639,1
5a,positivefb,noneff,809,1
5a,positivefb,eff,881,0
5a,positivefb,eff,1051,1
5a,positivefb,noneff,654,1
5a,positivefb,noneff,641,1
5a,positivefb,eff,801,0
5a,positivefb,eff,644,1
5a,positivefb,noneff,849,1
5a,positivefb,noneff,918,1
5a,positivefb,eff,685,1
5a,positivefb,noneff,908,0
5a,positivefb,noneff,764,0
5a,positivefb,noneff,855,1
5a,positivefb,eff,651,1
5a,positivefb,eff,585,1
5a,positivefb,noneff,657,1
5a,positivefb,eff,706,0
5a,positivefb,eff,666,1
5a,positivefb,eff,819,0
5a,positivefb,noneff,803,1
5a,positivefb,eff,711,1
5a,positivefb,noneff,624,1
5a,positivefb,eff,538,1
5a,positivefb,noneff,853,1
5a,positivefb,eff,709,1
5a,positivefb,eff,855,1
5a,positivefb,noneff,883,0
5a,negativefb,noneff,2115,1
5a,negativefb,noneff,746,1
5a,negativefb,eff,725,0
5a,negativefb,noneff,859,1
5a,negativefb,eff,752,1
5a,negativefb,eff,696,1
5a,negativefb,noneff,773,1
5a,negativefb,noneff,829,1
5a,negativefb,eff,636,1
5a,negativefb,eff,815,0
5a,negativefb,eff,651,1
5a,negativefb,eff,628,1
5a,negativefb,noneff,1220,1
5a,negativefb,noneff,1632,1
5a,negativefb,eff,597,1
5a,negativefb,eff,520,1
5a,negativefb,noneff,662,1
5a,negativefb,eff,818,0
5a,negativefb,eff,585,1
5a,negativefb,noneff,705,1
5a,negativefb,noneff,610,1
5a,negativefb,noneff,1152,1
5a,negativefb,eff,695,0
5a,negativefb,eff,934,0
5a,negativefb,noneff,1120,0
5a,negativefb,noneff,1077,1
5a,negativefb,eff,1155,1
5a,negativefb,eff,948,1
5a,negativefb,noneff,841,0
5a,negativefb,eff,1166,0
5a,negativefb,noneff,1537,1
5a,negativefb,eff,1134,1
5a,negativefb,noneff,923,1
5a,negativefb,eff,527,1
5a,negativefb,eff,516,1
5a,negativefb,noneff,1117,1
5a,negativefb,noneff,1190,1
5a,negativefb,noneff,1235,1
5a,negativefb,eff,1442,1
5a,negativefb,eff,492,1
5a,negativefb,noneff,897,1
5a,negativefb,noneff,956,1
5a,negativefb,eff,492,1
5a,negativefb,noneff,819,1
5a,negativefb,eff,617,1
5a,negativefb,eff,1153,1
5a,negativefb,eff,560,1
5a,negativefb,noneff,892,1
5a,negativefb,noneff,1569,1
5a,negativefb,noneff,1683,1
5a,negativefb,noneff,1448,1
5a,negativefb,eff,1056,1
5a,negativefb,noneff,895,1
5a,negativefb,noneff,937,1
5a,negativefb,noneff,1303,0
5a,negativefb,eff,459,1
5a,negativefb,noneff,914,1
5a,negativefb,eff,739,1
5a,negativefb,noneff,1209,1
5a,negativefb,noneff,1196,1
5a,negativefb,eff,1032,1
5a,negativefb,eff,558,1
5a,negativefb,eff,674,1
5a,negativefb,noneff,1420,1
5a,negativefb,noneff,1218,1
5a,negativefb,eff,556,1
5a,negativefb,eff,476,1
5a,negativefb,noneff,1057,1
5a,negativefb,noneff,1563,1
5a,negativefb,eff,1353,1
5a,negativefb,noneff,1770,1
5a,negativefb,eff,733,1
5a,negativefb,eff,522,1
5a,negativefb,eff,724,1
5a,negativefb,noneff,962,1
5a,negativefb,eff,430,1
5a,negativefb,noneff,911,1
5a,negativefb,noneff,1066,1
5a,negativefb,eff,659,1
5a,negativefb,noneff,1034,0
5a,negativefb,eff,651,1
5a,negativefb,noneff,892,1
5a,negativefb,eff,427,1
5a,negativefb,noneff,1943,1
5a,negativefb,noneff,2339,0
5a,negativefb,noneff,1291,0
5a,negativefb,noneff,1315,1
5a,negativefb,eff,796,0
5a,negativefb,eff,595,1
5a,negativefb,noneff,1570,1
5a,negativefb,eff,679,1
5a,negativefb,eff,614,1
5a,negativefb,eff,604,1
5a,negativefb,eff,491,1
5a,negativefb,eff,506,1
5a,negativefb,noneff,1132,1
5a,negativefb,noneff,1034,1
5a,negativefb,noneff,1407,0
5a,negativefb,eff,658,1
5a,negativefb,noneff,1207,1
5a,negativefb,eff,881,1
5a,negativefb,eff,693,1
5a,negativefb,noneff,972,1
5a,negativefb,eff,697,1
5a,negativefb,noneff,806,1
5a,negativefb,noneff,1119,1
5a,negativefb,eff,495,1
5a,negativefb,eff,851,1
5a,negativefb,eff,542,1
5a,negativefb,noneff,633,1
5a,negativefb,eff,793,1
5a,negativefb,eff,732,0
5a,negativefb,noneff,1268,1
5a,negativefb,noneff,1330,1
5a,negativefb,eff,651,1
5a,negativefb,eff,518,1
5a,negativefb,noneff,1187,0
5a,negativefb,eff,744,1
5a,negativefb,noneff,985,1
5a,negativefb,eff,674,0
5a,negativefb,noneff,1322,1
5a,negativefb,eff,566,0
5a,negativefb,noneff,1635,0
5a,negativefb,eff,492,1
5a,negativefb,eff,553,1
5a,negativefb,noneff,1223,1
5a,negativefb,eff,539,1
5a,negativefb,eff,729,1
5a,negativefb,noneff,1452,1
5a,negativefb,noneff,1018,1
5a,negativefb,noneff,1546,1
5a,negativefb,noneff,878,1
5a,negativefb,noneff,1244,1
5a,negativefb,noneff,925,1
5a,negativefb,noneff,1307,1
5a,negativefb,eff,782,0
5a,negativefb,eff,501,1
5a,negativefb,noneff,1120,1
5a,negativefb,eff,672,1
5a,negativefb,eff,652,1
5a,negativefb,noneff,1294,0
5a,negativefb,noneff,1029,1
5a,negativefb,eff,708,1
5a,negativefb,noneff,1247,1
5a,negativefb,noneff,1175,1
5a,negativefb,eff,594,1
5a,negativefb,eff,759,1
5a,negativefb,eff,489,1
5a,negativefb,noneff,615,1
5a,negativefb,noneff,925,0
6a,negativefb,noneff,1450,1
6a,negativefb,noneff,1016,0
6a,negativefb,eff,1164,1
6a,negativefb,eff,676,1
6a,negativefb,noneff,756,1
6a,negativefb,eff,811,1
6a,negativefb,eff,724,1
6a,negativefb,noneff,1270,1
6a,negativefb,noneff,737,1
6a,negativefb,noneff,840,1
6a,negativefb,noneff,1261,1
6a,negativefb,eff,852,1
6a,negativefb,eff,1469,1
6a,negativefb,noneff,669,1
6a,negativefb,eff,987,1
6a,negativefb,eff,540,1
6a,negativefb,noneff,707,0
6a,negativefb,eff,909,1
6a,negativefb,eff,511,1
6a,negativefb,noneff,844,1
6a,negativefb,noneff,597,1
6a,negativefb,noneff,959,1
6a,negativefb,noneff,728,0
6a,negativefb,noneff,1251,1
6a,negativefb,noneff,821,1
6a,negativefb,eff,1243,0
6a,negativefb,eff,810,1
6a,negativefb,eff,1728,1
6a,negativefb,noneff,717,1
6a,negativefb,noneff,696,1
6a,negativefb,noneff,1851,1
6a,negativefb,noneff,974,0
6a,negativefb,eff,1186,1
6a,negativefb,eff,918,1
6a,negativefb,eff,834,1
6a,negativefb,eff,732,1
6a,negativefb,eff,707,1
6a,negativefb,noneff,900,1
6a,negativefb,eff,696,1
6a,negativefb,eff,925,1
6a,negativefb,eff,1181,1
6a,negativefb,eff,876,1
6a,negativefb,noneff,730,1
6a,negativefb,noneff,981,0
6a,negativefb,eff,861,1
6a,negativefb,noneff,661,1
6a,negativefb,noneff,1734,0
6a,negativefb,eff,993,1
6a,negativefb,eff,750,1
6a,negativefb,eff,803,1
6a,negativefb,noneff,949,1
6a,negativefb,noneff,604,0
6a,negativefb,eff,943,1
6a,negativefb,noneff,708,0
6a,negativefb,eff,601,1
6a,negativefb,noneff,628,1
6a,negativefb,eff,569,1
6a,negativefb,eff,572,1
6a,negativefb,noneff,508,1
6a,negativefb,eff,663,0
6a,negativefb,noneff,442,0
6a,negativefb,eff,846,1
6a,negativefb,noneff,842,1
6a,negativefb,eff,1883,0
6a,negativefb,eff,888,1
6a,negativefb,eff,1168,1
6a,negativefb,eff,855,0
6a,negativefb,eff,744,1
6a,negativefb,noneff,1079,1
6a,negativefb,noneff,848,1
6a,negativefb,noneff,615,1
6a,negativefb,eff,893,1
6a,negativefb,noneff,1257,0
6a,negativefb,noneff,1609,1
6a,negativefb,noneff,2263,0
6a,negativefb,noneff,565,0
6a,negativefb,noneff,1015,1
6a,negativefb,noneff,1207,1
6a,negativefb,noneff,945,1
6a,negativefb,eff,830,1
6a,negativefb,noneff,1101,1
6a,negativefb,noneff,857,1
6a,negativefb,eff,752,1
6a,negativefb,eff,881,1
6a,negativefb,noneff,1119,1
6a,negativefb,noneff,609,0
6a,negativefb,eff,1044,0
6a,negativefb,eff,2183,1
6a,negativefb,eff,680,1
6a,negativefb,eff,679,1
6a,negativefb,noneff,588,1
6a,negativefb,eff,1012,1
6a,negativefb,noneff,841,1
6a,negativefb,eff,724,1
6a,negativefb,noneff,1177,0
6a,negativefb,noneff,1647,0
6a,negativefb,eff,1743,0
6a,negativefb,eff,651,1
6a,negativefb,eff,700,1
6a,negativefb,eff,1699,1
6a,negativefb,eff,488,1
6a,negativefb,eff,609,1
6a,negativefb,eff,566,1
6a,negativefb,noneff,598,1
6a,negativefb,eff,1094,1
6a,negativefb,noneff,623,1
6a,negativefb,noneff,687,1
6a,negativefb,eff,583,0
6a,negativefb,noneff,748,0
6a,negativefb,eff,1244,1
6a,negativefb,eff,821,1
6a,negativefb,eff,1058,1
6a,negativefb,noneff,867,1
6a,negativefb,noneff,622,1
6a,negativefb,noneff,867,1
6a,negativefb,eff,1087,1
6a,negativefb,eff,1628,0
6a,negativefb,eff,664,1
6a,negativefb,noneff,796,1
6a,negativefb,eff,1528,1
6a,negativefb,eff,702,1
6a,negativefb,eff,781,1
6a,negativefb,noneff,1010,1
6a,negativefb,noneff,861,1
6a,negativefb,noneff,660,1
6a,negativefb,noneff,1044,1
6a,negativefb,eff,774,1
6a,negativefb,noneff,831,1
6a,negativefb,eff,811,0
6a,negativefb,eff,960,1
6a,negativefb,noneff,717,1
6a,negativefb,noneff,672,1
6a,negativefb,eff,1683,1
6a,negativefb,noneff,633,1
6a,negativefb,noneff,902,0
6a,negativefb,eff,1197,1
6a,negativefb,eff,1126,1
6a,negativefb,noneff,1463,1
6a,negativefb,eff,822,1
6a,negativefb,eff,752,0
6a,negativefb,noneff,943,1
6a,negativefb,noneff,901,1
6a,negativefb,eff,1030,1
6a,negativefb,eff,527,0
6a,negativefb,eff,1007,0
6a,negativefb,noneff,895,1
6a,negativefb,noneff,993,1
6a,negativefb,eff,1159,1
6a,negativefb,noneff,858,1
6a,negativefb,noneff,1032,1
6a,positivefb,noneff,1612,1
6a,positivefb,eff,1338,1
6a,positivefb,eff,573,1
6a,positivefb,noneff,662,0
6a,positivefb,noneff,686,1
6a,positivefb,eff,1830,1
6a,positivefb,eff,707,1
6a,positivefb,noneff,614,1
6a,positivefb,eff,957,1
6a,positivefb,eff,1099,1
6a,positivefb,eff,652,1
6a,positivefb,noneff,762,1
6a,positivefb,noneff,494,1
6a,positivefb,noneff,676,1
6a,positivefb,noneff,1474,0
6a,positivefb,noneff,1230,0
6a,positivefb,noneff,711,1
6a,positivefb,eff,686,0
6a,positivefb,noneff,956,1
6a,positivefb,noneff,750,1
6a,positivefb,eff,740,1
6a,positivefb,eff,612,1
6a,positivefb,noneff,600,1
6a,positivefb,eff,1291,0
6a,positivefb,eff,695,1
6a,positivefb,eff,568,0
6a,positivefb,noneff,1047,1
6a,positivefb,eff,892,1
6a,positivefb,eff,812,1
6a,positivefb,eff,667,1
6a,positivefb,eff,1246,1
6a,positivefb,eff,853,1
